url,status,content_type,bytes,local_path
https://www.ecgsim.org/downloads/other13/mcg/gumcg.obs,downloaded,,4453,research\source\www.ecgsim.org\downloads\other13\mcg\gumcg.obs
https://www.ecgsim.org/downloads/other13/mcg/gumcg.int,downloaded,,98857,research\source\www.ecgsim.org\downloads\other13\mcg\gumcg.int
https://www.ecgsim.org/downloads/other13/mcg/mcg.lay,downloaded,,246,research\source\www.ecgsim.org\downloads\other13\mcg\mcg.lay
https://www.ecgsim.org/pictures/horizontaal/IMG_8731.jpg,downloaded,image/jpeg,30371,research\source\www.ecgsim.org\pictures\horizontaal\IMG_8731.jpg
https://www.ecgsim.org/downloads/other13/help/index.html,downloaded,text/html,1405,research\source\www.ecgsim.org\downloads\other13\help\index.html
https://www.ecgsim.org/downloads/other13/help/ecgsim_s.gif,downloaded,image/gif,155,research\source\www.ecgsim.org\downloads\other13\help\ecgsim_s.gif
https://www.ecgsim.org/downloads/other13/help/intro.html,downloaded,text/html,4960,research\source\www.ecgsim.org\downloads\other13\help\intro.html
https://www.ecgsim.org/downloads/other13/help/basic.html,downloaded,text/html,3019,research\source\www.ecgsim.org\downloads\other13\help\basic.html
https://www.ecgsim.org/downloads/other13/help/file.html,downloaded,text/html,11165,research\source\www.ecgsim.org\downloads\other13\help\file.html
https://www.ecgsim.org/downloads/other13/help/heart.html,downloaded,text/html,8664,research\source\www.ecgsim.org\downloads\other13\help\heart.html
https://www.ecgsim.org/downloads/other13/help/thorax.html,downloaded,text/html,6750,research\source\www.ecgsim.org\downloads\other13\help\thorax.html
https://www.ecgsim.org/downloads/other13/help/membrane.html,downloaded,text/html,12001,research\source\www.ecgsim.org\downloads\other13\help\membrane.html
https://www.ecgsim.org/downloads/other13/help/ecgs.html,downloaded,text/html,5238,research\source\www.ecgsim.org\downloads\other13\help\ecgs.html
https://www.ecgsim.org/downloads/other13/help/movie.html,downloaded,text/html,1996,research\source\www.ecgsim.org\downloads\other13\help\movie.html
https://www.ecgsim.org/downloads/other13/help/mac.html,downloaded,text/html,1118,research\source\www.ecgsim.org\downloads\other13\help\mac.html
https://www.ecgsim.org/downloads/other13/help/help.html,downloaded,text/html,2521,research\source\www.ecgsim.org\downloads\other13\help\help.html
https://www.ecgsim.org/downloads/other13/help/mcg.html,downloaded,text/html,6201,research\source\www.ecgsim.org\downloads\other13\help\mcg.html
https://www.ecgsim.org/downloads/other13/help/altgeo.html,downloaded,text/html,5727,research\source\www.ecgsim.org\downloads\other13\help\altgeo.html
https://www.ecgsim.org/downloads/other13/help/changes.html,downloaded,text/html,3367,research\source\www.ecgsim.org\downloads\other13\help\changes.html
https://www.ecgsim.org/downloads/other13/help/ref.html,downloaded,text/html,3797,research\source\www.ecgsim.org\downloads\other13\help\ref.html
https://www.ecgsim.org/downloads/other13/help/license.html,downloaded,text/html,1525,research\source\www.ecgsim.org\downloads\other13\help\license.html
https://www.ecgsim.org/pictures/horizontaal/IMG_8603.jpg,downloaded,image/jpeg,93755,research\source\www.ecgsim.org\pictures\horizontaal\IMG_8603.jpg
https://www.ecgsim.org/downloads/ecgsimprogram.php,downloaded,text/html; charset=UTF-8,5037,research\source\www.ecgsim.org\downloads\ecgsimprogram.php
